text,hashtags,date,user,users number of followers,location
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. https://t.co/Wh58qYMqE4 #7NEWS https://t.co/2rYDUUvX14
",['7NEWS'],2020-10-16 00:05:46,7NewsPerth,82588,"Perth, Western Australia"
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. https://t.co/Z1cnxTTfak #7NEWS https://t.co/zH82sAex19
",['7NEWS'],2020-10-16 00:05:46,7NewsCanberra,687,Canberra
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. https://t.co/tRIhRYg16R #7NEWS https://t.co/De3s8Or8Jp
",['7NEWS'],2020-10-16 00:05:46,7NewsAustralia,179357,Australia
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. https://t.co/Bbs47FVYHZ #7NEWS https://t.co/mXNoJmBzbH
",['7NEWS'],2020-10-16 00:05:46,7NewsBrisbane,109965,"Queensland, Australia"
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. https://t.co/NtpO3kCgIP #7NEWS https://t.co/ytRKWgBy9v
",['7NEWS'],2020-10-16 00:05:46,7NewsSydney,339196,Sydney
"I saw this one coming. Fear is their control mechanism.
",[],2020-10-16 00:05:46,brooks9675309,4509,Nashville Tn
"@MollyJongFast @justjan_jan @SenFeinstein wtf were YOU thinking!!!! Don’t hug him! He probably has Covid, trying to make you too sick to vote!  Ugh, be smarter.
",[],2020-10-16 00:05:47,frmrUSMCPltSgt,8179,BlueDot SW MI 06
"JFC, Guthrie. He's over Covid. Move on.  #Trumptownhall
",['Trumptownhall'],2020-10-16 00:05:47,polarwhutx2,266,
"Biden asked what he'd do to ""follow the science"" to help get rid of the COVID-19 epidemic. He said he wanted more access to the epidemic in China, would've leveled w the American people about lethality &amp; virality, and led governors in coordinated response...  #JoeBidenTownHall
",[],2020-10-16 00:05:48,lgbtqnation,168126,USA
"First gotcha question  when did you last test negative for Covid?
",[],2020-10-16 00:05:48,FranMFarber,3452,
"I'M WITH YOU BROTHER.
",[],2020-10-16 00:05:48,RoseNyland2,60,PinePlains New York
"@JasonMillerinDC Where's Bill Barr? Where's Ivanka? Where's Jared? Where are Trump's COVID test results?
",[],2020-10-16 00:05:48,passionflower92,727,
"...... and why wasn't he ""inside"" the WH wrecking crew?  Oh yeah, Jared.
",[],2020-10-16 00:05:48,Sduffy2699G,58,
"#nbc in love with covid. call me shocked.
",['nbc'],2020-10-16 00:05:49,brent74,2579,"Indiana, USA"
"@RealKiraDavis @SpeakerPelosi Oh, I didn't.   Thread:  https://t.co/tCW7F4PJf5
",[],2020-10-16 00:05:50,Neoavatara,38189,United States
"You’ve tested positive for Covid and #didnttoomuchasking ?   Seriously?
",['didnttoomuchasking'],2020-10-16 00:05:50,truthvaxwarrior,3556,"New York, NY"
"@alizaslav @tedcruz @kristin__wilson @tedcruz should come to work with me then. Let him sit 6 feet away from me and my patient. Let him sit there, without a mask on in a closed room and watch me provide hands on assist to Covid pt's who can't sit or stand without me holding on to them.
",[],2020-10-16 00:05:50,anniemcp7,603,"Boston, MA"
"Positive COVID test at daughter’s daycare, well shit.
",[],2020-10-16 00:05:50,astrocrash,2191,"Cambridge, MA"
"Nashville's COVID Police Are Coming After Christians Who Gathered to Worship Outdoors | CBN News https://t.co/4AXFl9TC8v
",[],2020-10-16 00:05:51,ibangel,707,
"Activist Who Lost Father to COVID Says Trump’s White House Photo Op Was Like “Sci-Fi Horror Film” https://t.co/pAj7qmbEBn via @democracynow
",[],2020-10-16 00:05:51,DavidGr07837209,2144,"Melbourne, Victoria, Australia"
"One weekly @VP task force meeting=1,000 covid deaths/day=turning the  corner per Trump as @WhiteHouse report more positive covid cases @GOP @CNN @DNC @MSNBC @NewsHour @nytpolitics @washingtonpost @thedailybeast @TeamJoe @NatlGovsAssoc @usmayors @politico @HuffPost @ProjectLincoln
",[],2020-10-16 00:05:52,bameado1,326,louisiana
"@no_silenced And it begins. Let’s say joe has COVID &amp; hopefully the sympathy will overshadow the corruption.
",[],2020-10-16 00:05:52,encm2cmc,3379,"Texas, USA"
"I tried tweeting this 8 times and it wouldn’t let me until I censored Covid I am confusion
",[],2020-10-16 00:05:52,MorgyyWorgyy,1530,
"@RickBroering With all the uncertainty around the season with COVID this year, is it safe to say we may yet again not see Kentravious Jones on campus for the upcoming season? #BigKent
",[],2020-10-16 00:05:53,XavierNation,7102,Cintas Center
"@OANN @alexsalvinews Yesterday 970 more weak Americans died because they failed to heed the President’s directive - “Don’t let COVID dominate you.” RIP.  Our President and all the other strong Americans with “good genes” will prevail.   Keep Thinning the Herd!   MAGA!
",[],2020-10-16 00:05:53,musicalwonk,174,DC
"« It mainly takes into account a predicted decline in the birth rate due to higher unemployment rates and an increase in anxiety to economic consequences of the pandemic »
",[],2020-10-16 00:05:54,AdenArabie,641,"Paris, France"
"Covid forms 40% of total health insurance claims | India News https://t.co/jVdrQV6tuK
",[],2020-10-16 00:05:54,While_NEWS,23,
"@DR0girl When I'm able to! Of course. We can't travel for work until covid is under control or in other words not for quite awhile
",[],2020-10-16 00:05:55,Stecks7,2363,on twitter
"This whole hour will be Savannah Guthrie asking Trump if he took a Covid test the day of the debate.
",[],2020-10-16 00:05:55,KingKirmudgeon,711,
"""Possibly I did, possibly I didn't,"" Trump says, when pressed on whether he took a Covid test ahead of the first presidential debate.
",[],2020-10-16 00:05:55,ec_schneider,14841,"Washington, DC"
"Chris Christie Won’t Blame Trump For COVID-19, Says He Should’ve Worn Mask https://t.co/OuNnYKF8bT
",[],2020-10-16 00:05:55,PressNewsAgency,16,
"1 question in and @realDonaldTrump has no idea if he took a covid test on the day of the debate .... lying sack of shit
",[],2020-10-16 00:05:56,andytbone2,318,"Queensbury, NY"
"A nearly 2hr round trip ride for 2second Covid test &amp; they didn't even call to let us know if it was + or -, WTF! Now we'll have to make the same trip tomorrow! They had us come in today so if it was + we wouldn't have return tomorrow. God bless the VA!😡
",[],2020-10-16 00:05:56,MaryRuthWeber2,1168,"Interlachen, FL"
"Trump is talking about his favorite topic right now-- himself. He's talking about right now is about him and COVID .
",[],2020-10-16 00:05:56,LexaTheGreat,152,San Antonio
"Interesting this comes out just a Chris Christie announces he was in ICU for a week
",[],2020-10-16 00:05:56,OnmeDrinks,258,Everywhere
"@bluedgal @RaychelTania @CBSNews What about Joe Biden’s team catching covid? Do you fell that he should be quarantining right now instead of doing a town hall?
",[],2020-10-16 00:05:56,JustinHargrav17,223,
"Biden gets a soft easy pitch about COVID, grounder, pitcher 2nd base and ShSt can't seem to play slow enough to avoid throwing the ball to 1st. https://t.co/BUiUVDRz5c
",[],2020-10-16 00:05:57,kagsundaram,1865,"Louisiana, USA"
"did they sign a release too? 😂😂😂
",[],2020-10-16 00:05:57,CarvajalF,4388,USA
"“I don’t know, I don’t even remember,” the President said when pressed about whether he got a negative COVID test result the day of the first debate. “Possibly I did...possibly I didn’t.”
",[],2020-10-16 00:05:57,weijia,371164,"Washington, DC"
"@JoeBiden is right Trump Lied to us about COVID
",[],2020-10-16 00:05:57,JamesTate21,7282,
"Not very responsible of Sara but then again she has dropped every covid ball for Maine #mepolitics
",['mepolitics'],2020-10-16 00:05:58,ShorelineGOP,41,Maine
"Democrat registration has fallen even lower this time. Republican enrollment has soared. It why, it's called a ""Silent Majority"". Trump's Platinum plan has even gotten support from Ice Cube. It's top table talk with African Americans. They have seen Trump keep his words.
",[],2020-10-16 00:05:58,MaximumBurner,264,VFX Paradise
"so y’all wanna clock biden for dementia yet trump don’t remember when tf he took a covid test lol
",[],2020-10-16 00:05:58,amorminajj,633,she/her
"Sorry I cannot feel sorry for this moron - he was at the super spreader event seen hugging people and not wearing mask - how did he make good judgement as governor.  He said recently ‘some people have to die from covid’? #cnn #foxnews #msnbc #NYT #WAPO #CBS #ABC #NBC
",[],2020-10-16 00:05:58,OZUrsula,42,
"Animated bar chart shows which states took Covid seriously, and which didn't https://t.co/1cT0VOo7si
",[],2020-10-16 00:05:59,remiforall,3303,"Andrésy - Paris, Ile-de-France"
"Chris Christie says he spent 7 days in ICU before recovering from Covid https://t.co/fuGpw3kfWz
",[],2020-10-16 00:06:00,Daniell60956275,151,
"@JbkJbk1234 Daycare instituted a new policy this week that if your toddler is showing any COVID like symptoms, including a runny nose, they're prohibited from the building until they are symptom free for a minimum of 24 hrs. This fall/winter is gonna be a trip!
",[],2020-10-16 00:06:00,lunasandwichbot,278,
"$APHA 📉(2%) to $4.9. 📉(18%) after ER rev miss  MA (50)=$4.72  Q1'21 YOY Rev=$146M📈16% Cannabis=$82M📈134% Distribution=$82M📉(14%), COVID Impact  P/L=($3M) *Excise taxes=($20M)  $APHA w/ Canndoc: secured 2-yr deal to supply Israel med cannabis  *Expects to CF-positive by Q3'21 https://t.co/TdKHFo12Ex
",[],2020-10-16 00:06:00,JJMFinancials,889,"Long Island, NY"
"Knew it
",[],2020-10-16 00:06:00,eacamp3,39,
"Can this bitch just stop with the Covid ? 's, no one cares about HIS covid shit.
",[],2020-10-16 00:06:00,MalcyIsHere,888,"CA, NC"
"@_Oroboghene Maybe COVID is the cure as an end game
",[],2020-10-16 00:06:01,JayKinkd,3,"Ontario, Canada"
"Asked point blank if he received a negative Covid-19 test result tbe day of the first presidential debate, @POTUS says: “Possibly I did, possibly I didn’t.”
",[],2020-10-16 00:06:01,GabbyOrr_,30753,"DC via Sonoma, Calif. "
"@CTV_PowerPlay @MarcMillerVM @realBobWoodward @PamDamoff @MikeBarrettON @CharlieAngusNDP @guysaintjacque1 I don’t normally watch PP anymore but with WE scandal I wanted to see who you had on. Completely disgusted with @PamDamoff..no Pam what 🇨🇦ians want is the truth about WE. Quit hiding behind COVID-19 . Release the unredacted  pages as asked for. Where the HELL is your integrity?
",[],2020-10-16 00:06:01,AlbertaOkotoks,1034,
"Trump didn't ask the doctors what is wrong with his lungs from being diagnosed with Covid... https://t.co/a9Kve6z5kF
",[],2020-10-16 00:06:01,sunflowersmuse,457,Where the Sun meets the Flower
"A joint model from Google and Johns Hopkins predicts that South Dakota will have 4,200 new COVID-19 cases from Oct. 13 through Oct. 26. The state will have 92 more deaths. https://t.co/tlTn6C9DId
",[],2020-10-16 00:06:02,keloland,92519,Sioux Falls
"@KamalaHarris @kevin_cracknell I am so happy to learn you tested negative for COVID-19. You must continue to protect yourself and follow CDC guidelines regarding COVID-19: #WearAMask  #SocialDistancing  #WashYourHands
",[],2020-10-16 00:06:02,Brenda_Resister,4496,
"“There should be a national standard,” Joe Biden says during ABC town hall, referring to the federal government's COVID-19 response. “It’s the presidential responsibility to lead, and he didn’t do that.” #TownHalls
",[],2020-10-16 00:06:02,joeygarrison,10301,"Washington, D.C."
"Trump does not know if he took a COVID test on the day of the debate. #TownHall https://t.co/F5EQ3ChLEz
",['TownHall'],2020-10-16 00:06:02,LanceUlanoff,95384,"New York, NY"
"Trump received incredibly expensive healthcare when he contracted COVID. Paid for by the government.  So he can enjoy socialized medicine, but we can’t.  And most of us pay more in taxes than he does.
",[],2020-10-16 00:06:03,atdavidhoffman,74912,
"https://t.co/5F26OarjZc Cancelling @chicagotribune subscription for such reckless, irresponsible dissemination of such views. The same day Illinois had the most COVID deaths since June, no less, they falsely claim it’s reasonable for some teachers &amp; students to return to class.
",[],2020-10-16 00:06:04,grahamnation,101,"Chicago, IL"
".@JoeBiden starting off his ABC town hall by recounting his steps toward Covid-19, in response to a voter's question, in a manner that's familiar to those who have followed his speeches
",[],2020-10-16 00:06:04,HCTrudo,28145,"Washington, DC"
"The co-author of Trump’s book has said that Trump sees the virus itself as his enemy. It’s not about connecting the dots between the economy and the affect of COVID. It’s his enemy is standing in his way of being re-elected. Don’t ask me to explain. He’s a narcissist.
",[],2020-10-16 00:06:04,davidofsalsbury,30,
"@Laurie_Garrett Covid is seeking recruits, in the gullible fringe of folk, who did not notice the warnings of enclosed spaces in cooler weather.  If you think you have what it takes to be incredibly stupid, mingle with friends, and apply. One time offer and you will not get another
",[],2020-10-16 00:06:04,Tw4ter,468,Varies
"passe do restaurante: stayaway covid
",[],2020-10-16 00:06:04,jeniipiinto,3303,
"So how many questions will be about the stupid covid testing. Pathetic n
",[],2020-10-16 00:06:04,QT4Trump,2665,DJT 🇺🇸 N Vienna Austria 🇦🇹
"Trump not clear on whether he took a covid test on the day of his debate with Biden: ""Possibly I did; possibly I didn't.""
",[],2020-10-16 00:06:05,DavidNakamura,76594,"Washington, D.C."
"I possibly took a Covid test the day of the debate. Really?  @realDonaldTrump people know what you did! #superspreader
",['superspreader'],2020-10-16 00:06:05,VickiM81561327,56,"Toronto, ON"
"i mean, even that is taking the white house's word for it, which i would not do if the question was ""is the sky blue?""  like, they told chris everyone in the first 3 rows was negative  they have told a lot of people a lot of things over the years
",[],2020-10-16 00:06:05,Dorothy410berry,7191,the road to hell
"Glad we moved away from near London in 2002..
",[],2020-10-16 00:06:05,_char____,127,
"all you covid deniers, wear your goddamn fucking masks and stop being so inconsiderate to everyone around y’all.
",[],2020-10-16 00:06:05,ruthlessryan_,284,"El Paso, TX / Austin, TX"
"Trump doesn't take a covid test every day.
",[],2020-10-16 00:06:06,Dknight10k,21167,Tennessee
"Covid 19 isn’t responsible for destroying businesses, killing the elderly, skyrocketing the suicide and overdose rates or causing mental health issues in our children.  Power hungry elitist politicians are... REMEMBER THAT...and sharpen your pitchforks..🏴
",[],2020-10-16 00:06:06,ScottLucian,2003,Canada
"@SavannahGuthrie ask policy questions!  Stop the stupid Covid crap.
",[],2020-10-16 00:06:06,GoTravelExplore,612,"Florida, USA"
"Ok so the Trump one is all COVID mask stuff, boring, back to Biden
",[],2020-10-16 00:06:06,aelfred_D,22764,Wessex by way of the USA
"@Dknight10k If you never had covid then the are no after effects
",[],2020-10-16 00:06:06,Roz3Dogs,675,"Long Beach, NY"
